45626	0.30263217291946976,0.10260847895943788,0.03183898077947542,-0.08596222436403957,0.13406746361499333,0.18734061472373542,7.605723982964336E-5,-8.540856889937183E-4,0.04510969663972224,0.06588582533565415,0.08286435246855986,0.03525313207329102,0.024063417314852165,0.08399158696158884,0.055527837404715154,0.053869510598842374,0.06169163049330617,0.05913387586490345,0.07549559289277212,0.034499629557767614,0.09510371724107133,0.05503682401596816,0.05313322010444291,0.0857148498401233,0.040328319689428856,0.08144532040706765,0.06368229006184786,0.06657296008208703,0.06217806573529788,0.08534815104388548,0.04949620408774255,0.0886604405963075,0.055096836802104664,0.07690839690008974,0.0701964075820779,0.05995073440794341,0.08904322446679741,0.04770570051648112,0.09649078754251117,0.048825783071902724,0.09170481696766168,0.056392376633477556,0.08298962260186805,0.06650437213464253,0.0761002821685972,0.07118255111952412,0.07984678813078455,0.06298999467728772,0.09424349621899104,0.048202016879835184,
50248	0.4153984040819794,0.10719860039651849,0.03825240917645759,0.004636530953760166,0.061329394261796295,0.10574531056581155,0.06040407368059735,0.07703354097417348,0.048108757605282666,0.07910620482086882,0.06840389796076711,0.06768666457678867,0.06618903726630078,0.07496058596994847,0.07284857181515103,0.06577513591366431,0.07169042524796147,0.0781750513920074,0.05931395027009002,0.08617286747424287,0.06028802663378761,0.07869067433486727,0.06787074595207565,0.0773523853319331,0.06947836612058228,0.07866788104362683,0.07252003926077435,0.07702245008507036,0.07716187515899799,0.07292266959485594,0.08203080609016407,0.07122190683361128,0.08302416271301968,0.07422503003451479,0.08072700397330392,0.07930456564886319,0.07755965639138863,0.08266516090242138,0.0778964558498981,0.08129468996275926,0.081942276181268,0.07851184341709301,0.085610468106744,0.07755616040772763,0.08627507080766274,0.07954844819505043,0.08455498711760825,0.08220293140298555,0.08366544668279585,0.0830725983225467,
54480	0.6030340291480938,0.010964341664684123,-0.016669838035297955,0.39024703197967336,0.09710282102084919,-0.1412119735888743,0.26236249266211575,0.04621708760324704,0.13277020531129177,0.18225333976688518,0.11962154886713285,-0.019387613880817573,0.05892719205013396,0.3042930957130934,-0.19095744882533675,0.2866187537936031,0.11238511470522178,-0.06618560741109057,0.21446569931001144,0.23030134592948945,-0.2187619795711796,0.279202708550225,0.06181782250119639,-0.026195967682248952,0.2993037710828816,-0.11052651754668606,0.1582170143543681,0.08874987760427132,0.05552376261116075,0.1046764938000461,0.11411233924102365,0.03918481059983749,0.1662088916146552,0.007930556463248572,0.18864608049715267,-0.0070103758014345655,0.18396638355354974,0.015896194046418188,0.142263583912252,0.05956238939280668,0.10728253963999379,0.0892928362236235,0.08955797509970188,0.10168928645961821,0.08791898263357727,0.09801303008671611,0.09556144352844133,0.0907266128426654,0.10058273885004873,0.08448848559110755,
54703	0.5741453512217465,0.02423107870715788,-0.4969259163615624,-0.22329971079521052,0.12539878136606322,0.22331943463437215,-0.06977588627765535,0.08400184740604325,0.016965533006194917,-0.04889391700446649,-0.06691471198962741,0.20437307908506377,0.019687950364728795,0.06268265553164346,-0.0257472198228944,0.18552676698652806,-0.008164804420516605,0.15585448880652109,-0.06413824153965123,0.2904028445126739,-0.0960689597918012,0.16656871290480812,0.11637200388882513,0.019297736529918678,0.19101711409204905,-0.006180243220887698,0.13553424371514675,0.03943626195782534,0.13685846650848896,0.03614817401095946,0.12338554065464544,0.09377362595871978,0.048327504601293855,0.18002727475239486,-0.030282798513973162,0.22571540221823913,-0.024436999571370573,0.16346681945507924,0.07672233160476379,0.06555436763102841,0.1550650365464479,0.0232246937234975,0.16234937310380354,0.058396507082641096,0.09802425518892699,0.12735265873123713,0.04162230100544007,0.14948009140968346,0.05843611706775587,0.10352636318236959,
56094	0.5329494508512069,0.21973626965455734,-0.10361369726458552,0.0935865075743964,0.21062609782258515,0.12220102266434334,0.0966063765052642,0.0760592938490681,0.17441739834037037,0.11522884447279329,0.037755155501463654,0.18684634839486447,0.054120615854258355,0.14073563453141344,0.09773319186784848,0.13816447304294308,0.07823001375020619,0.14043988250167364,0.11319443908572134,0.07696849965123992,0.15269821970309225,0.09432240318897811,0.10960523045181017,0.11007271610832461,0.12058730685311336,0.08322461547872587,0.13895227101098387,0.08194421216555005,0.1245168256227328,0.10322574707937358,0.10095294790421287,0.12097081329447229,0.09112688961934491,0.12474586767371142,0.09025052676485688,0.12187606409231651,0.09511485545286139,0.11392392335111495,0.10163482901653424,0.10836069547418253,0.10333301163628142,0.10714771861643273,0.102842169884108,0.10575324584765754,0.10444496041751113,0.10175561510573919,0.10821946435264103,0.09763218375864485,0.11010074865551944,0.09658860763589537,
57288	0.6146416864253104,0.00783222973435556,-0.033660856994826564,0.01794764547485196,0.1255891285240557,0.010898403563744852,0.1384736944974062,0.014262201974716324,0.1811663491585004,0.016267294340084053,0.09477418006649059,0.09736442928924037,0.050280212074477526,0.06097250990693569,0.06944792298326902,0.10718185862030426,0.01078069905234496,0.14378518792807543,0.03832705896043221,0.06808876794147992,0.10725758613461328,0.06889906217395968,0.06722791833302445,0.09768374216967893,0.07094851770064936,0.0722287368537412,0.10212235145380101,0.05476160965179646,0.10655742073374563,0.05656170830493287,0.1068607122096628,0.05972236733919203,0.11337033168894971,0.05544430500643125,0.12199186826608396,0.05498508107691631,0.115931695355093,0.07243834743623079,0.09672437797341854,0.08862459053656568,0.09012655880962166,0.08776508407939725,0.0994725215029966,0.07603800783553882,0.1126126581180933,0.06882037600478703,0.11559976432471099,0.07182456567729514,0.11197491644428129,0.07630999305910043,
60094	0.38553433454709074,-0.04439355355647243,-0.0643319089112401,0.0075200218243116936,-0.08708939548524301,0.11171504439229975,0.09219900741847917,0.03350505717538807,0.049791636468885875,0.043623547718503485,0.06608655816399314,0.011141730580326864,0.06413015908055592,0.033089533017110276,0.04745704416060945,0.04439986663167478,0.054406202494084184,0.040278217849066864,0.06012762963955348,0.0560435787706016,0.04166545731096582,0.06595368469760343,0.044513867101144404,0.06682785670402253,0.04872072607794379,0.0587508191449342,0.06981427787251687,0.04107099384839633,0.08061096790852175,0.04545058112728146,0.06939719317036153,0.0621566343705983,0.06175822931632427,0.06734973772219129,0.06384508101592136,0.06605355418564512,0.06811959394874054,0.06543799707482877,0.06899634567232257,0.07105269611939145,0.06552090003642351,0.07865057564161726,0.06231151743790854,0.08184114471084421,0.06464282333959266,0.07842571402542202,0.07170342213830157,0.07375918095720048,0.07769314153261596,0.07136847474952339,
60147	0.736857146444413,0.1432032349343707,0.01729273211063908,0.22099829969158027,-0.0837569315748997,0.10310749906755579,0.24025693428820313,0.0714685958258912,0.1682711016085969,0.05612583657759408,0.12904016282614247,0.2006590859358831,0.03238441425015924,0.16770653259187104,0.15068574906256754,0.07581913648933299,0.17452151562087515,0.08889171571913827,0.11569744097407468,0.14884808085213191,0.07901701242866774,0.13009061051584772,0.10620171988232771,0.13548661813532475,0.07595445387087381,0.16532187340912305,0.07262723266872977,0.1196894832720167,0.13377329417901646,0.0677312739818201,0.1551573183265476,0.07225501680389333,0.1344464147403547,0.09575892378925711,0.1126705732936769,0.10972099442362178,0.10750810594928814,0.10157786577243316,0.12473007491193586,0.07714966710768875,0.1488048450310996,0.05693610550993636,0.1622330210062848,0.05680651183904441,0.15182644620850924,0.07473948777109227,0.13110802290471205,0.08864030195848517,0.12343458604215157,0.08776242994914445,
73992	0.5225421125075708,0.0853375623397445,-0.08568150234926562,0.22513972838648405,0.0395741833974099,0.1839321068086827,2.225632294575044E-4,0.1057155297683248,0.09480776235920417,0.10878064316136245,0.03575668844298053,0.13324778461083003,0.015442256830032912,0.12236330649630282,0.08032960950349012,0.07692048268923507,0.0968201494977002,0.07611389255183061,0.10384977828816447,0.06603305948191134,0.09129369507089284,0.0889413531740456,0.07929408769931966,0.10149902425042918,0.06909419799023768,0.12532686509448937,0.05529909881571698,0.1341304487814354,0.0618871947998841,0.11179998812930658,0.09166623262110628,0.08253569804257999,0.10982358969513006,0.07832144707268078,0.10537109914962184,0.08894064689703007,0.09368926482665961,0.09889584223631709,0.08951652896715367,0.09671384515526507,0.09415148365597763,0.09105953043707443,0.09886916870127642,0.08922320803505669,0.09792635619443688,0.09286246909078241,0.09271937400604018,0.0981423862383949,0.08899682372137624,0.09957345691780806,
90549	0.5163403611466268,0.012852358211044171,-0.031860213733080275,-0.014013429450271436,0.03655074408825998,0.015217567724595206,0.06789906912019016,0.0032332250767105144,0.0562816559465931,0.1485188314847812,0.040683594714517865,0.05797940313887236,0.10570560503601918,0.0893354113171956,0.06856962949420058,0.07871095411793542,0.09773125237264946,0.07757553994066275,0.07203634075991475,0.1109649712530613,0.06689997752507773,0.101163462227677,0.08121232309526703,0.08590569875882652,0.1102856773728827,0.04930954375957457,0.13890674108355244,0.05070784589950609,0.10838330348224937,0.09330394737127093,0.07087923180717091,0.11453531275995275,0.07083760172214593,0.10292834578859783,0.08680295859780983,0.09044905942813848,0.09628274709834979,0.09042741884580874,0.0924907615404544,0.09660736811158677,0.08875779005686826,0.09477288097806766,0.09748008912856616,0.08029527605468204,0.11334475942102,0.0656417204122321,0.1195984134948386,0.06359549351448048,0.11658425608521851,0.06809782193392479,
