1045626	0.3866652309747502,0.12577627049539483,0.08731487558129174,-0.005862835515345139,0.15257440267576064,0.18309555693213442,0.040481657820207594,0.027535344610161216,0.06889956746278077,0.08547460560160154,0.08500648581359894,0.08442509232234625,0.047108558735452506,0.10424806955433347,0.054264521611919705,0.10317419750050144,0.06096379004603779,0.077946394335278,0.10643245932248657,0.037619420142148655,0.11132775885777826,0.07873954705828569,0.057038269585261786,0.10736115332391814,0.05488412335971954,0.0913994773128347,0.08153193945340059,0.07874196968811466,0.07415370119951856,0.10025301887824008,0.05684650539344067,0.10772917673609143,0.05726141846809482,0.102237003117039,0.06401929842806908,0.09452440308395778,0.07462553347965646,0.08213096693816008,0.08831975969048099,0.07022610871065812,0.09860926188319166,0.06239332395934575,0.10323495746719044,0.0641789860826729,0.09537697746297104,0.0750289207066835,0.08689668009648346,0.07873495091434679,0.0894971382486617,0.07161775769434067,
1050248	0.28058081950572844,0.11636705962051931,0.10542548423803359,0.05915908589912701,0.07773995176415799,0.08417002012928898,0.08085516133120191,0.09147478324262406,0.0800845286729496,0.07314494305186225,0.09076422960778888,0.07740636313929546,0.08091988336249288,0.09066635048920085,0.06943320563534106,0.09458773285903296,0.07416844983132408,0.08976808449559688,0.07865611547516792,0.08370737654576456,0.08755219572022391,0.08008912478211767,0.08509245338603688,0.08372363559687436,0.08020179936096669,0.08895816428784209,0.07785064844602523,0.08884620407374476,0.08112925749347494,0.08569559879357685,0.0840692247482303,0.08378995865271573,0.08510116372469981,0.08334904192523744,0.08578583347936636,0.08263507709016421,0.0870365542146493,0.08180423859931624,0.08792992751070597,0.08151550819562157,0.08853427463237365,0.08127761793106449,0.0885910980610847,0.08241692734501954,0.08672928157726878,0.08468556806953413,0.08526321801353762,0.08564956357989095,0.08527120232756363,0.0853590402432225,
1054480	0.5768815960868489,-0.0019047732667831368,-0.07396168421866406,0.387520751680755,0.056302651623707685,-0.1522925025525653,0.2539979955132073,0.09446871788777327,0.1224750971325032,0.17531626370099493,0.09273584409403281,0.003034052091959347,0.10403093484218684,0.2609399526350261,-0.15775915313880282,0.3099377213587017,0.12238240639062122,-0.047337013974181316,0.1996787177404416,0.2751738424225408,-0.2300933952547414,0.2656845016926679,0.08864022097776879,-0.029388104863556624,0.24284368191134803,-0.011638266781098104,0.10038796990244234,0.09898278549196889,0.09494650808456556,0.054610445065114525,0.12737027461097936,0.06121274166436258,0.09681359570407205,0.10311835934667989,0.06537609568172482,0.11603548935124,0.07245980509175069,0.09264944288177977,0.10454307183107531,0.06372090411507533,0.1317320183851471,0.03627853454846413,0.1583448854280257,0.009733124860338099,0.17128424331267236,0.00719057533346057,0.1618077337511824,0.032670502863603464,0.11848490235870025,0.10494264460062894,
1054703	0.568844482444485,0.07981178755497857,-0.4281705848708603,-0.12257852134440766,0.23070754295085355,0.26642724319510674,0.005950456430645832,0.08817610879129423,0.16408615694573528,0.04631481375057183,-0.03580132584339259,0.18299164282577957,0.0956292151880436,0.05868232903843249,0.03408912050499665,0.17409924669521867,-0.004715282792214234,0.16590449764901627,-0.06578267095192016,0.2873824433757522,-0.13049699729686376,0.1825056823793172,0.09194842127602923,0.01600867729607486,0.18294191566786966,0.005550226966409843,0.11225941701658784,0.05918124806037622,0.10510714063662849,0.05044727549226043,0.1148535009193141,0.07191871731825344,0.07491503493526121,0.1295739554642415,0.013190589130738856,0.18061617293169735,-0.016961841262635072,0.1679859301679157,0.02938851912796079,0.1081129326979768,0.08521738421629134,0.07402667102936117,0.09732204122007551,0.08861008670377056,0.067944236654334,0.12564929710236575,0.04173371201970381,0.1379684540059587,0.05223949405000502,0.10364389927769774,
1056094	0.4582210702001155,0.21924624640174892,-0.08867655828177148,0.10397638125015411,0.20494646347550596,0.119292982612269,0.09981391275340835,0.06204529752846743,0.1661872479625841,0.14511778992015004,0.02816390073528698,0.18758253197949126,0.0661942316205116,0.1326954117763512,0.09850934676353212,0.14255389438119545,0.0771801801350289,0.14977373969002628,0.09990980250215192,0.0915420386988434,0.150977445620346,0.09136090674253099,0.12069840484555575,0.10290421022178711,0.13132466792612404,0.08127956458382973,0.14102198492769397,0.08623229800138058,0.12479461991956349,0.10497689834074057,0.10833377791621195,0.11683861273129313,0.10168188832043595,0.11915514460550534,0.1006543166640501,0.11725567820607707,0.103002447089096,0.11276985805651837,0.1057687934465553,0.11043138869970676,0.10445381772454472,0.11349099732138286,0.09827596848535806,0.11886464298326312,0.09420132061075497,0.11858273473486397,0.09702643523335484,0.11207082906521372,0.10588445762652689,0.0996440634087168,
1057288	0.41897882860565344,0.010043128415375663,-0.02519722669734521,0.03105578010776699,0.13066271813058275,0.020944513455965923,0.13780534057517058,3.950725461408168E-4,0.17922285647878483,0.06869857818239354,0.057764828536612266,0.08253558613860139,0.07774731467846835,0.06824971421438979,0.07447544085606358,0.10504855003901045,0.03575557160396301,0.14007819585314185,0.037772813725118703,0.09158637495801843,0.0967344178362952,0.08170990836617131,0.06020029324362973,0.11547441327883143,0.06590609047238753,0.07529677627460686,0.11948921405804656,0.037706171304690145,0.1236480304258641,0.05415093172268572,0.10567059800884024,0.07141456026534301,0.09823090999946607,0.07323139890344699,0.10041019748448061,0.07112037083213611,0.10110438676281668,0.07393599982412409,0.09752889654982605,0.07660981730156839,0.09979044125079607,0.07081376371108195,0.10912404737312988,0.06545574370560238,0.11053936008028224,0.07123437148646779,0.10366620680406648,0.07697251166844842,0.10164423953919977,0.07647160106131966,
1060094	0.24934151110150762,-0.04661795844423572,-0.04493289222613889,0.013867411821904863,-0.05983007729161553,0.15889415125928327,0.12807285655830544,0.06371495160580928,0.0775780966990621,0.08963943865706749,0.09928849352102766,0.04037679287730165,0.10093606349113053,0.06996756644896616,0.07715988832124665,0.07708640057099579,0.08385729613318467,0.07738878544201525,0.07828846482113108,0.09014552311968864,0.06679386293418747,0.09271302216139865,0.0653026202583926,0.0980830703230092,0.0646100322193897,0.08574144917820287,0.09275268657139726,0.05850032645341839,0.10347322934076009,0.06474368228746712,0.08667122844723099,0.08317320070963782,0.07417365407227863,0.08942233589149877,0.07242619879265204,0.08834127566636757,0.07640713139037274,0.08342944800423158,0.08159962382510985,0.08041800624101121,0.08193376689400128,0.08218374514117069,0.07879056539824916,0.08543828619936186,0.07712206866899719,0.08681242984801527,0.07717999668285475,0.08758191618680167,0.0757632793468297,0.09009076347307463,
1060147	0.53791659587086,0.18108169406160776,0.012026721301259438,0.2362906886022649,-0.02685018379363066,0.09526926675217688,0.2341226874089435,0.04486233370137071,0.1558836375826794,0.07301884470492608,0.09735767321450021,0.17499195746384563,0.04546493182355215,0.142273131719865,0.11860481405917823,0.07805148512673975,0.1570053646769098,0.058725351126276054,0.12898903532267567,0.1255901142614364,0.047621214793598786,0.150116869843276,0.05453970375493115,0.14398436861775066,0.05142296621991968,0.1354193103807554,0.08057320930502083,0.0885675003896566,0.11668165890782844,0.06613557872131448,0.11960224919122847,0.07279013210372513,0.11304248278085904,0.07950386136583967,0.10573586162025213,0.08893495454337924,0.09359006380139133,0.09837007514709449,0.08912664147928755,0.09495727511826399,0.10019163063558131,0.07858588441948011,0.11845393687769097,0.06418405713659082,0.12268242309363162,0.066832551903725,0.11411439935903585,0.07253187248810072,0.11193748040245736,0.07104576626096482,
1073992	0.47725028583349477,0.09977718052730032,-0.07474374122146547,0.2364150139409617,0.05529726913960699,0.1846872075893538,0.008305392706338136,0.11623602522805623,0.10154510557057422,0.10609746785187098,0.04854117963846976,0.15171260133488434,0.023608696207420864,0.13176172623414104,0.08386160958755232,0.08680740440665784,0.10234580179618351,0.08312791002317807,0.10341318671933919,0.08221627641957939,0.0922005790911567,0.09695793271563907,0.08664526381412911,0.10457187003990201,0.07440705625646325,0.1316105857976523,0.05738242139542043,0.13775949144592298,0.06934478698563656,0.10957445033751081,0.09767212178346515,0.0871165661592348,0.10839219145856571,0.08817192834482362,0.10110408971309252,0.098921669559378,0.08967777404785332,0.10759921368364962,0.08608389145958585,0.10538756380803575,0.09132568157406631,0.09689805048154833,0.10030462311567487,0.08732700379057905,0.10708764350006436,0.08328419951471804,0.10764385960391179,0.0845077513044355,0.10328154632189165,0.09157942164911012,
1090549	0.4997895816415966,0.04054668788612446,-0.02295309561096762,0.0241110759924324,0.04291633259171751,0.05265185076845634,0.09401128850190361,0.035223147448509476,0.048736022716954375,0.15084942866481085,0.05927321063335083,0.08260905262128534,0.11010738246534556,0.09209726317836703,0.08762067693750891,0.08202069661301668,0.11352370603375739,0.07638790105276108,0.08749361982236893,0.11342295508081222,0.06880778427455034,0.1103952641211449,0.08013486856920074,0.09376883462554501,0.11253892871245597,0.046772172961483345,0.14566791215420413,0.04828681701211594,0.10831414027710591,0.10062105618390497,0.06366656477284992,0.12183520353643851,0.060549442849574836,0.11235091552777439,0.07260517347456098,0.10144624014302496,0.08204516051517834,0.0951638127964755,0.085001692826355,0.09561833133913672,0.08296291996884911,0.09692263800184937,0.0849698329221449,0.09196893268621853,0.09390070292302759,0.08281182847380622,0.10200208336317768,0.07447139824719619,0.10707494854166098,0.07098607687924631,
