UserId,Overlap
42273,0
42577,0
42779,0
43130,0
43256,0
43450,7
43606,1
43831,0
43853,0
43966,6
44038,0
44363,0
44447,0
44454,0
44807,0
45101,0
45259,0
45999,0
46629,0
47230,4
47701,0
47944,0
47993,0
48351,0
48934,0
49212,0
49796,0
50330,0
51444,0
51875,0
51890,8
51939,0
51966,0
51982,0
52146,0
53023,0
53834,0
54018,0
54441,1
54449,0
54466,0
55448,0
55701,0
55768,0
55951,0
56103,6
56116,0
56291,0
56427,0
56478,0
57041,0
57172,0
57728,1
57787,0
59199,1
59219,0
59880,0
60239,0
60286,1
68688,1
70213,0
71087,5
71326,0
71528,0
71548,0
72107,0
72369,0
72987,0
72995,0
72998,0
73672,0
74440,0
74514,1
74627,0
74754,0
75465,0
82118,0
82254,0
82270,0
82393,0
82708,0
83092,1
83446,0
83812,0
83837,5
83868,0
84251,0
84322,0
84698,0
85868,0
86555,0
86672,0
87745,0
87796,0
88157,0
88378,0
88433,0
88504,0
88589,0
88596,0
90270,0
90504,1
90514,1
92393,0
92716,0
93117,0
93210,0
93404,1
94421,0
94711,0
94822,0
94901,0
95185,0
95471,0
95527,1
95806,0
95909,0
96207,0
96295,0
96452,0
97151,0
97237,0
97404,0
97809,0
98426,1
98635,0
98663,5
99373,0
100121,1
100489,0
100901,0
101059,0
101241,0
101389,0
102595,0
102850,0
102899,0
103041,0
103481,0
103537,0
103755,0
103798,0
103875,0
104351,0
104593,0
104863,0
105068,0
105144,0
105506,0
105600,0
106002,0
106469,0
106490,0
107003,0
107167,0
107394,0
107534,0
108020,17
108555,0
109018,0
109058,0
109444,0
109532,0
109770,0
109906,0
109999,0
110074,0
110121,0
110261,0
110431,0
110949,0
111302,0
111379,0
111600,6
111801,0
111993,2
112401,0
113140,0
113154,4
113781,0
113920,0
113956,0
113999,0
114506,0
114563,0
114589,1
115080,2
115427,6
115433,0
116007,0
116089,0
116113,0
116720,0
117019,0
117184,0
117572,0
117924,0
117940,0
118217,0
118319,1
118333,0
118790,0
118838,0
118858,0
118993,0
119060,0
119073,0
119115,0
120104,0
120189,1
120406,0
120499,0
120915,0
121432,0
121436,0
121439,0
122505,0
122733,0
122790,0
123430,6
123510,4
123652,0
124269,0
124351,0
124887,0
124918,0
125343,0
125436,0
125968,0
126167,0
126560,1
126603,0
127073,0
127680,1
128042,0
128178,0
