MovieId	Count
136445	1
3327	1
48385	1
94466	4
260	5
1285	1
3338	2
266	1
7438	2
2318	2
39183	3
53519	1
1296	1
1298	1
1301	1
2329	1
1307	1
95517	59
8477	1
171293	1
173345	8
8484	3
7460	1
94503	1
72998	1
296	7
47404	1
2351	5
84273	1
306	2
2360	2
168250	2
2361	2
2362	1
76093	1
163134	1
1340	1
7486	1
318	4
2366	1
3392	1
155968	1
4422	4
326	2
3399	1
86345	16
86347	11
1354	3
3404	1
1356	1
43341	450
7502	10
4432	1
78160	1
4433	1
2387	1
8533	2
342	1
3415	6
125273	2
5465	1
3418	1
2395	1
68954	1
2396	1
1372	2
1376	2
356	2
3429	1
86377	13
128360	1
1387	2
3435	1
364	1
91500	1
97648	8
370	1
92535	13
66934	2
2423	1
159093	1
2424	1
166267	87
377	1
27002	1
2427	2
147839	8
8573	1
2431	1
182657	208
44421	1
1416	1
91529	1
3470	1
159123	862
79251	1
26003	4
148881	1
4500	1
159127	60
159125	851
27033	2
159129	123
159135	830
159133	843
159139	2
159137	132
2467	1
159141	429
153002	6
116136	4
8620	4
168366	1
8622	1
108979	1
6579	1
151989	936
4535	1
1464	2
8636	1
159165	5
7615	1
45503	1
449	2
177601	80
117192	10
1483	2
153038	4
138702	2
51662	1
153036	1
8656	1
2512	3
6611	1
159195	2
96728	1
26073	2
143833	23
101850	1
2529	1
26082	4
50658	1
60904	1
86504	7
8684	9
26094	4
33264	3
104944	1
2545	1
5618	2
46578	1
6643	6
7669	3
501	2
63992	1
79357	1
1534	3
182781	183
1537	2
2563	1
1546	1
182793	175
44555	1
36363	1
2571	2
55820	1
27149	304
6669	9
69134	1
71182	5
527	1
4624	1
26131	1
7700	2
27156	1
8724	1
26133	2
110102	2
3608	1
111130	1
6683	1
110108	773
52767	1
64034	1
5666	1
160289	5
1572	1
5669	2
26150	7
26151	1
74282	1
172591	1
112175	2
8753	1
50740	1
50742	10
1590	1
112183	1
4662	1
6711	2
5690	1
68157	2
2624	1
26178	1
7749	1
583	1
2632	3
4681	1
586	1
162376	1
590	1
7759	1
593	3
1617	1
7762	1
595	2
71252	1
7767	11
3676	1
608	3
26208	2
2657	2
106082	1
34405	1
50792	1
61033	1
183913	4
162414	5
128620	1
64114	2
632	1
81535	1
6783	5
2687	1
106115	728
2691	3
104069	12
8836	1
53894	1
183941	2
2696	1
148106	1
133771	1
89745	4
93840	1
2712	1
668	10
670	13
89759	1
2718	1
159389	1
120478	1
671	1
169632	42
78499	3
6818	3
8868	2
1701	1
88744	1
2731	5
2732	1
147124	3
81591	1
5816	2
1721	4
136892	207
702	2
1726	1
134849	11
178881	6
117444	6
4806	2
134853	2
96966	2
2762	1
714	1
720	10
138962	2
8914	1
170705	3
54995	1
33493	2
26326	1
44761	1
6874	2
735	1
27366	5
6886	1
183013	436
1768	1
159467	974
745	7
159464	3
2795	1
159471	845
177903	3
84716	1
750	5
6896	8
4848	3
54001	5
171763	1
166643	2
757	1
94969	1
4857	1
86781	1
8957	2
8961	2
178947	2
7937	1
177921	11
178951	3
6918	18
178949	3
98056	1
178953	37
49932	1
780	2
1809	1
183057	6
4886	1
2839	1
6935	1
71450	1
2843	1
42783	1
4896	2
142115	5
98083	1
31522	1
105250	14
93988	1
2858	1
139048	4
1834	1
99114	2
1836	1
89900	1
33585	1
4914	3
9010	1
31545	1
55098	3
109374	2
5952	13
6981	3
6982	1
6985	10
179019	7
32587	1
2892	1
103249	1
3920	1
6993	1
5971	1
26453	10
854	1
858	22
77658	8
2908	1
1884	1
80736	1
5991	1
2920	8
3945	1
128874	5
54124	208
1900	5
4973	1
3949	1
2926	2
40815	4
4975	1
93040	21
86898	4
4979	1
1907	1
2933	3
179065	29
45950	1
62336	1
4993	12
3969	1
898	1
899	1
7043	1
70533	1
1924	1
43908	1
6023	1
903	1
105355	1
178057	24
135055	2
910	1
2959	2
912	5
913	1
32657	2
914	1
136086	379
69524	1
5013	1
920	2
7064	1
922	3
923	6
1947	1
130970	1
924	6
3996	2
7068	1
2973	2
26528	2
115617	2
101285	2
182183	4
112552	1
86955	4
107434	25
81834	4
147372	3
109487	1
1966	1
8111	619
147378	1
7089	3
147376	9
102323	6
947	1
59315	1
147382	1
81847	1
7096	1
953	1
147384	2
4027	1
3003	2
8125	3
957	1
138172	356
968	1
34763	72
160718	1
3022	3
26578	7
8154	2
26587	17
27611	3
135133	1
992	1
163809	7
2019	2
120807	1
998	2
6123	1
2028	1
3054	1
55280	1
7153	15
26614	1
106487	1
2042	1
