UserId,Overlap
42273,8
42577,2
42779,6
43130,9
43256,13
43450,5
43606,8
43831,10
43853,7
43966,1
44038,7
44363,8
44447,5
44454,9
44807,6
45101,2
45259,9
45999,8
46629,6
47230,4
47701,7
47944,7
47993,12
48351,8
48934,9
49212,3
49796,6
50330,11
51444,7
51875,5
51890,0
51939,6
51966,7
51982,4
52146,9
53023,7
53834,8
54018,0
54441,8
54449,7
54466,9
55448,8
55701,9
55768,7
55951,8
56103,0
56116,7
56291,0
56427,6
56478,9
57041,7
57172,7
57728,0
57787,7
59199,8
59219,9
59880,10
60239,2
60286,8
68688,7
70213,6
71087,3
71326,7
71528,2
71548,6
72107,2
72369,6
72987,8
72995,2
72998,8
73672,7
74440,7
74514,10
74627,8
74754,8
75465,8
82118,5
82254,10
82270,9
82393,6
82708,6
83092,9
83446,10
83812,4
83837,1
83868,8
84251,12
84322,9
84698,8
85868,9
86555,8
86672,3
87745,7
87796,12
88157,8
88378,7
88433,11
88504,8
88589,8
88596,8
90270,3
90504,9
90514,3
92393,9
92716,7
93117,8
93210,7
93404,8
94421,8
94711,8
94822,7
94901,6
95185,7
95471,6
95527,8
95806,5
95909,8
96207,6
96295,4
96452,6
97151,8
97237,7
97404,6
97809,6
98426,7
98635,8
98663,4
99373,8
100121,2
100489,8
100901,5
101059,6
101241,8
101389,9
102595,8
102850,3
102899,8
103041,9
103481,8
103537,2
103755,6
103798,3
103875,8
104351,8
104593,8
104863,9
105068,8
105144,8
105506,7
105600,8
106002,8
106469,6
106490,7
107003,1
107167,7
107394,9
107534,7
108020,9
108555,2
109018,8
109058,6
109444,8
109532,8
109770,7
109906,7
109999,8
110074,7
110121,8
110261,2
110431,2
110949,3
111302,9
111379,8
111600,2
111801,3
111993,1
112401,11
113140,2
113154,2
113781,9
113920,6
113956,8
113999,8
114506,3
114563,7
114589,5
115080,5
115427,0
115433,8
116007,10
116089,7
116113,11
116720,6
117019,8
117184,3
117572,8
117924,6
117940,7
118217,8
118319,8
118333,7
118790,7
118838,8
118858,8
118993,10
119060,8
119073,9
119115,8
120104,9
120189,8
120406,5
120499,8
120915,7
121432,8
121436,8
121439,7
122505,7
122733,1
122790,8
123430,6
123510,7
123652,6
124269,9
124351,7
124887,3
124918,7
125343,7
125436,7
125968,7
126167,7
126560,5
126603,7
127073,10
127680,8
128042,7
128178,3
128385,8
128412,8
128687,10
128704,7
128959,3
128983,8
129185,7
129347,8
130390,1
130643,5
130756,6
130905,7
131049,0
131230,6
131245,9
131547,8
131943,6
132174,7
132312,6
132570,7
133163,5
133219,8
133324,8
133452,7
133934,3
134193,7
134748,8
135640,9
135643,8
135679,9
135835,2
135862,8
136639,9
136974,2
137919,7
138146,8
138158,0
138194,7
138329,7
138353,5
138402,0
138599,6
138612,9
138736,8
138763,9
138978,10
139056,5
139105,9
139174,7
139261,8
139582,8
139595,8
139706,7
140389,2
140406,2
140465,7
141036,6
141048,7
141189,8
141507,8
141636,7
141774,5
141897,6
142405,6
142451,7
142460,7
142519,7
142825,7
142835,6
142851,7
143133,5
143140,8
143479,9
143535,8
143561,7
144441,7
144467,3
144494,8
145032,9
145118,8
145561,6
145774,8
145861,4
145925,7
145995,7
146906,8
146916,7
147096,4
147278,7
147314,8
147369,7
147483,7
147501,5
147607,8
147620,7
147888,5
147955,8
148235,6
148507,8
148583,5
148597,8
148713,8
149379,7
149505,6
149801,7
150224,10
150510,5
150565,7
150802,7
151197,8
151401,9
151434,7
151608,8
151692,9
152021,7
152118,8
152271,6
152366,7
152419,8
152954,7
153031,8
153065,9
153303,8
153869,12
154252,7
154361,7
154612,8
155120,7
155316,7
155468,8
155754,8
156111,8
156179,8
156356,6
156798,2
156888,8
157318,7
157432,1
