UserId,Overlap
42273,8
42577,2
42779,9
43130,9
43256,16
43450,15
43606,8
43831,7
43853,8
43966,0
44038,3
44363,2
44447,18
44454,10
44807,7
45101,2
45259,10
45999,6
46629,2
47230,5
47701,10
47944,7
47993,14
48351,4
48934,9
49212,5
49796,0
50330,9
51444,7
51875,18
51890,5
51939,18
51966,12
51982,3
52146,7
53023,17
53834,8
54018,7
54441,6
54449,1
54466,8
55448,10
55701,7
55768,6
55951,9
56103,9
56116,7
56291,16
56427,8
56478,12
57041,13
57172,9
57728,1
57787,8
59199,6
59219,13
59880,3
60239,3
60286,9
68688,8
70213,6
71087,1
71326,8
71528,2
71548,7
72107,3
72369,0
72987,4
72995,5
72998,9
73672,1
74440,8
74514,10
74627,14
74754,5
75465,8
82118,7
82254,10
82270,9
82393,2
82708,18
83092,9
83446,10
83812,7
83837,6
83868,8
84251,14
84322,11
84698,8
85868,9
86555,6
86672,3
87745,6
87796,15
88157,8
88378,9
88433,8
88504,8
88589,11
88596,7
90270,4
90504,7
90514,3
92393,9
92716,6
93117,7
93210,7
93404,8
94421,8
94711,6
94822,9
94901,2
95185,1
95471,5
95527,6
95806,9
95909,8
96207,8
96295,3
96452,5
97151,9
97237,7
97404,5
97809,5
98426,2
98635,8
98663,4
99373,9
100121,1
100489,7
100901,18
101059,2
101241,1
101389,9
102595,10
102850,2
102899,8
103041,10
103481,7
103537,2
103755,5
103798,2
103875,7
104351,3
104593,8
104863,10
105068,5
105144,7
105506,3
105600,8
106002,8
106469,5
106490,8
107003,6
107167,3
107394,10
107534,4
108020,4
108555,3
109018,9
109058,0
109444,10
109532,9
109770,3
109906,10
109999,9
110074,2
110121,8
110261,3
110431,10
110949,4
111302,7
111379,8
111600,8
111801,2
111993,6
112401,5
113140,2
113154,2
113781,14
113920,5
113956,8
113999,9
114506,3
114563,12
114589,15
115080,15
115427,10
115433,4
116007,13
116089,7
116113,14
116720,3
117019,8
117184,2
117572,3
117924,12
117940,8
118217,9
118319,7
118333,5
118790,8
118838,7
118858,8
118993,6
119060,8
119073,7
119115,7
120104,10
120189,8
120406,10
120499,0
120915,7
121432,13
121436,1
121439,6
122505,3
122733,8
122790,7
123430,7
123510,8
123652,5
124269,14
124351,8
124887,7
124918,8
125343,3
125436,3
125968,6
126167,9
126560,18
126603,8
127073,5
127680,9
128042,7
128178,3
128385,1
128412,8
128687,8
128704,3
128959,3
128983,7
129185,5
129347,8
130390,3
130643,18
130756,16
130905,7
131049,15
131230,17
131245,6
131547,8
131943,19
132174,8
132312,6
132570,2
133163,3
133219,8
133324,7
133452,8
133934,2
134193,5
134748,14
135640,6
135643,7
135679,9
135835,1
135862,6
136639,8
136974,2
137919,8
138146,7
138158,8
138194,3
138329,7
138353,5
138402,6
138599,8
138612,8
138736,7
138763,9
138978,10
139056,5
139105,4
139174,8
139261,8
139582,6
139595,10
139706,8
140389,2
140406,2
140465,19
141036,18
141048,8
141189,8
141507,7
141636,8
141774,5
141897,11
142405,6
142451,8
142460,7
142519,2
142825,7
142835,5
142851,9
143133,6
143140,8
143479,9
143535,0
143561,6
144441,6
144467,2
144494,9
145032,8
145118,8
145561,7
145774,2
145861,1
145925,5
145995,8
146906,8
146916,6
147096,1
147278,8
147314,8
147369,8
147483,16
147501,15
147607,6
147620,8
147888,14
147955,7
148235,6
148507,9
148583,5
148597,8
148713,7
149379,4
149505,18
149801,5
150224,6
150510,5
150565,5
150802,5
151197,6
151401,1
151434,8
151608,9
151692,7
152021,11
152118,3
152271,5
152366,8
152419,8
152954,5
153031,8
153065,8
153303,8
153869,8
154252,8
154361,7
154612,2
155120,3
155316,9
155468,9
155754,8
156111,14
156179,6
156356,13
156798,4
156888,8
157318,5
157432,1
