userId,simscore
42273,0.8980857727
42577,0.8230104973
42779,0.6520652026
43130,0.7408986436
43256,0.9042833226
43450,0.8449471222
43606,0.9468857708
43831,0.8686368183
43853,0.9259042427
43966,0.7581200523
44038,0.7261135284
44363,0.8281730892
44447,0.7549046428
44454,0.8741342666
44807,0.6905196788
45101,0.7922332239
45259,0.9905400397
45999,0.8945759146
46629,0.8942466377
47230,0.770122942
47701,0.9169817651
47944,0.7447433243
47993,0.8919666026
48351,0.7750776875
48934,0.8359371178
49212,0.8541675666
49796,0.8253060751
50330,0.8240140088
51444,0.9255725763
51875,0.7047772541
51890,0.4625536472
51939,0.5103293848
51966,0.5915568299
51982,0.874548981
52146,0.8606553694
53023,0.6989438262
53834,0.9727818235
54018,0.5917821128
54441,0.8525135179
54449,0.6184682456
54466,0.7748635088
55448,0.5174522939
55701,0.5262652347
55768,0.9441681137
55951,0.7544502754
56103,0.7614664439
56116,0.7801346733
56291,0.7600848754
56427,0.8148120609
56478,0.6769440399
57041,0.6603592721
57172,0.8049219651
57728,0.7559595207
57787,0.7600139403
59199,0.5231918311
59219,0.8641614533
59880,0.7387054555
60239,0.9394095588
60286,0.8856767645
68688,0.7310671982
70213,0.7193879606
71087,0.74467552
71326,0.9561015474
71528,0.9077702607
71548,0.8657216762
72107,0.8698004533
72369,0.7430421824
72987,0.9253071692
72995,0.9383545045
72998,0.9579210791
73672,0.8465032528
74440,0.8511989781
74514,0.9051754202
74627,0.9582166963
74754,0.8594300323
75465,0.8402422582
82118,0.6745583497
82254,0.7180088641
82270,0.5018454742
82393,0.8858088894
82708,0.7789664382
83092,0.9123218616
83446,0.9286092783
83812,0.7820613934
83837,0.7101387506
83868,0.9383074101
84251,0.7602118945
84322,0.8394876697
84698,0.9053300644
85868,0.7855644229
86555,0.9485108267
86672,0.8643302001
87745,0.7573175648
87796,0.7639388331
88157,0.9335598002
88378,0.9094642261
88433,0.8653361981
88504,0.8330419056
88589,0.6777520069
88596,0.7042081349
90270,0.7298910497
90504,0.8895637177
90514,0.8569953211
92393,0.9667134676
92716,0.8157979845
93117,0.944023177
93210,0.9608327159
93404,0.9671873503
94421,0.9012440839
94711,0.7999316833
94822,0.8556096858
94901,0.8637920177
95185,0.7753679366
95471,0.711513699
95527,0.811104719
95806,0.6410599244
95909,0.7289115826
96207,0.7100289647
96295,0.8682838606
96452,0.6052931082
97151,0.7032804347
97237,0.8816057675
97404,0.7823991626
97809,0.8459090402
98426,0.9066938559
98635,0.8568673059
98663,0.7244305505
99373,0.8669267982
100121,0.8761603448
100489,0.9347799345
100901,0.7801062438
101059,0.90066914
101241,0.8056585326
101389,0.9156640847
102595,0.9073408292
102850,0.8449327473
102899,0.9581881028
103041,0.9012208762
103481,0.8568845501
103537,0.7023317672
103755,0.8007606992
103798,0.7926544913
103875,0.8683272533
104351,0.9141250437
104593,0.7883086316
104863,0.9180233235
105068,0.7259294664
105144,0.8417928134
105506,0.9563279102
105600,0.6870870571
106002,0.9328660365
106469,0.8811353648
106490,0.8594289284
107003,0.6758120536
107167,0.8671926218
107394,0.9476252474
107534,0.7397222837
108020,0.7109603975
108555,0.9391686654
109018,0.9681957814
109058,0.7321589519
109444,0.9277554026
109532,0.9380537811
109770,0.9368497072
109906,0.8924728286
109999,0.8143170744
110074,0.5587115598
110121,0.9260073708
110261,0.8169392393
110431,0.8660829416
110949,0.8841617071
111302,0.9277373935
111379,0.8463447071
111600,0.5063966815
111801,0.7250002527
111993,0.7853982218
112401,0.7363555787
113140,0.8548730351
113154,0.8486804951
113781,0.8232132435
113920,0.8807940812
113956,0.9450612753
113999,0.6374164645
114506,0.9087330809
114563,0.8873025848
114589,0.7723632515
115080,0.8057341823
115427,0.5989046605
115433,0.9011491787
116007,0.8499149446
116089,0.8781916289
116113,0.8971223829
116720,0.9353060966
117019,0.8928107393
117184,0.8879973658
117572,0.9065003471
117924,0.7825904527
117940,0.92925381
118217,0.9100777014
118319,0.7949837427
118333,0.894558803
118790,0.9035191179
118838,0.5924031987
118858,0.7071193324
118993,0.6526080735
119060,0.7813081228
119073,0.9376153851
119115,0.9640582996
120104,0.9467528796
120189,0.9137913466
120406,0.7774689929
120499,0.8932445005
120915,0.9592907743
121432,0.8244710259
121436,0.9128983596
121439,0.7452114872
122505,0.9128410404
122733,0.8091648279
122790,0.9563932917
123430,0.6879437682
123510,0.6121095735
123652,0.7531417724
124269,0.8391241103
124351,0.7403306095
124887,0.9029225502
124918,0.9741395983
125343,0.876474683
125436,0.875624399
125968,0.9448111716
126167,0.704639393
126560,0.7216529499
126603,0.9154628084
127073,0.7411005882
127680,0.7892137465
128042,0.9375373604
128178,0.933312315
128385,0.9441669784
128412,0.9390501069
128687,0.798519912
128704,0.5602915643
128959,0.8622316013
128983,0.9635625035
129185,0.6441365751
129347,0.8551606194
130390,0.6780469171
130643,0.813373734
130756,0.7097090791
130905,0.9502461818
131049,0.7713571271
131230,0.8182411394
131245,0.9251552254
131547,0.8159495702
131943,0.8406069132
132174,0.8513785077
132312,0.8000922051
132570,0.8445840824
133163,0.9214917974
133219,0.9293184558
133324,0.8619493612
133452,0.9361446834
133934,0.6868231825
134193,0.9141294788
134748,0.7161391855
135640,0.9179532412
135643,0.662893401
135679,0.9712588588
135835,0.8584072685
135862,0.9222533584
136639,0.9491400927
136974,0.8449039611
137919,0.9370505759
138146,0.9387097267
138158,0.7206516905
138194,0.9613719653
138329,0.9640255345
138353,0.761720319
138402,0.8395340504
138599,0.8128219
138612,0.9588840816
138736,0.8323863646
138763,0.7438899724
138978,0.8206152438
139056,0.6817309524
139105,0.8518696091
139174,0.9380058072
139261,0.9306387571
139582,0.7527985778
139595,0.930418644
139706,0.9549654604
140389,0.9641657531
140406,0.3254569516
140465,0.650458706
141036,0.7473918222
141048,0.8289335476
141189,0.978997309
141507,0.9074094241
141636,0.9320680284
141774,0.9271170574
141897,0.9292594002
142405,0.8064786759
142451,0.862130499
142460,0.7645721516
142519,0.9411648969
142825,0.9756492575
142835,0.8681136108
142851,0.9646247126
143133,0.5430627481
143140,0.8811576494
143479,0.8337064528
143535,0.7797182165
143561,0.8815447647
144441,0.7818187767
144467,0.4702622539
144494,0.7834241845
145032,0.7659436743
145118,0.9724278902
145561,0.7569238857
145774,0.8708567901
145861,0.5864879497
145925,0.776446397
145995,0.8956749418
146906,0.909633256
146916,0.744290546
147096,0.5381662519
147278,0.9485638649
147314,0.8140805254
147369,0.8808745408
147483,0.8117482303
147501,0.7967164135
147607,0.894362588
147620,0.8615269252
147888,0.7666715604
147955,0.8707334288
148235,0.7067937232
148507,0.9145957718
148583,0.9715679814
148597,0.693089022
148713,0.9130118105
149379,0.7466925638
149505,0.8371821383
149801,0.8031332055
150224,0.8286534786
150510,0.8534394609
150565,0.6758469228
150802,0.8277511771
151197,0.9173736561
151401,0.7729499454
151434,0.9235639633
151608,0.8568575484
151692,0.8604589516
152021,0.9242683967
152118,0.9279970004
152271,0.7711732165
152366,0.9705848393
