



User and percentage overlap in top-20 recommendations 
21783,1.0
42265,0.8
42287,0.9
42298,0.95
42969,0.95
43191,0.9
43236,0.95
43277,0.8
43717,1.0
44240,1.0
44365,1.0
44655,0.95
46351,1.0
46439,0.95
46702,0.9
47183,0.95
47664,0.9
47775,0.95
48053,1.0
48418,1.0
49754,0.9
50312,0.95
50626,1.0
50738,0.85
51718,0.95
51796,0.9
52146,0.8
52423,0.9
52950,0.8
52962,0.8
52984,0.8
53008,0.8
53488,0.8
53663,0.85
53746,0.8
54947,0.95
55147,1.0
55553,0.95
55605,0.95
55806,0.75
55926,0.8
57351,0.9
57496,0.95
57590,0.9
58050,0.85
58285,1.0
58464,0.95
58631,1.0
59776,0.9
60453,1.0
68300,0.8
70187,1.0
70200,1.0
70694,0.95
70786,0.9
70970,0.85
71170,0.85
71201,0.9
71231,0.95
71681,1.0
72073,0.8
72322,0.9
72524,0.9
72915,0.8
72946,0.9
73098,0.9
73297,1.0
74216,1.0
74482,0.8
74501,0.95
75064,0.95
82286,1.0
83516,0.8
83628,0.95
83717,1.0
83795,0.95
84887,1.0
85132,1.0
85217,0.85
85879,1.0
86145,0.75
86217,1.0
86690,0.85
86715,0.9
87502,0.85
88873,1.0
88974,0.9
89033,0.8
89382,1.0
91012,0.75
91439,1.0
92178,0.85
92828,0.95
93219,1.0
93446,1.0
94341,1.0
94493,0.95
94521,0.9
94706,1.0
95643,0.9
95671,0.95
95996,0.9
96345,0.9
96400,0.85
96515,1.0
96652,0.95
96880,1.0
97652,0.85
98269,0.95
98362,1.0
98594,1.0
99113,1.0
99146,1.0
99927,0.85
100027,0.8
100601,1.0
100846,0.9
100947,0.95
101241,0.95
101898,0.85
101943,0.75
101954,0.95
102231,0.85
102595,0.95
102730,0.8
102888,0.95
102982,1.0
102988,1.0
104047,1.0
104388,1.0
104717,0.9
104846,0.8
104958,0.9
105258,1.0
105337,1.0
105987,1.0
106303,0.95
106648,0.95
106959,1.0
107516,1.0
108094,0.95
108190,1.0
108488,0.95
108777,0.8
108907,0.85
109039,0.65
109608,0.9
110241,1.0
110407,0.75
110794,0.85
111128,0.9
111297,0.95
111517,1.0
111625,1.0
111687,0.85
112142,0.95
112405,1.0
113152,0.95
113348,0.8
113633,1.0
113884,0.8
114484,0.9
114550,0.95
114732,0.9
114742,0.95
114852,1.0
114913,1.0
115546,1.0
115973,1.0
116166,0.95
116662,0.8
116712,1.0
116992,0.85
117091,0.95
117553,0.95
117838,0.9
117848,0.95
117920,0.9
118171,1.0
118175,1.0
118278,1.0
118458,0.95
118601,0.9
118846,1.0
119538,0.8
119690,1.0
119966,0.9
120017,0.8
120325,0.95
120431,0.85
120457,0.75
120573,0.95
121226,0.95
121232,1.0
121461,0.8
122052,0.85
122193,1.0
122515,1.0
122562,0.95
123222,0.75
123351,0.9
124528,1.0
125482,1.0
125575,1.0
126186,0.95
126195,1.0
126639,0.95
126994,1.0
127221,0.8
127906,1.0
128161,0.95
128628,0.9
128631,1.0
128851,1.0
129290,0.9
129300,0.8
129727,0.95
129846,0.95
130610,0.85
130660,0.95
130833,0.95
130867,0.95
131145,0.9
131223,0.75
131364,0.8
131499,1.0
131774,0.95
131973,0.95
132345,0.85
132425,0.95
132824,1.0
133126,0.85
133201,1.0
133275,1.0
133284,0.95
133613,0.95
133918,0.9
134306,1.0
134545,0.95
134728,1.0
134884,0.9
135075,0.8
135169,1.0
135339,0.85
135671,1.0
135948,1.0
136026,0.9
136455,0.8
136654,0.9
136720,0.95
136815,0.95
136833,0.95
136967,0.95
137128,0.9
137396,0.95
137577,0.95
137697,1.0
137751,0.8
138037,1.0
138116,1.0
138516,0.85
