userId,simscore
42273,0.9890786729
42577,0.946704232
42779,0.8308633007
43130,0.9417067584
43256,0.9761737773
43450,0.9817800031
43606,0.9819638313
43831,0.7343629114
43853,0.9834197607
43966,0.9358129701
44038,0.9601827649
44363,0.9791708452
44447,0.9560848075
44454,0.9629019917
44807,0.9202608575
45101,0.8454775929
45259,0.990429577
45999,0.8150340146
46629,0.974089081
47230,0.9804537181
47701,0.9351832659
47944,0.8707276845
47993,0.8026055686
48351,0.7752644316
48934,0.9738066079
49212,0.9676843454
49796,0.9388539973
50330,0.9016753565
51444,0.8994734331
51875,0.8368474058
51890,0.9077025086
51939,0.7542356061
51966,0.6841961777
51982,0.9663886496
52146,0.9593103085
53023,0.6541962224
53834,0.9621944658
54018,0.6976384522
54441,0.9872588622
54449,0.947052237
54466,0.8857689272
55448,0.6136862495
55701,0.8306511672
55768,0.9139128971
55951,0.9563421775
56103,0.9703499566
56116,0.9496112176
56291,0.9236067428
56427,0.9470629326
56478,0.9819946772
57041,0.7450145197
57172,0.947044568
57728,0.8586760758
57787,0.7774796634
59199,0.8640323255
59219,0.9294478235
59880,0.4792045824
60239,0.988342891
60286,0.970121601
68688,0.9321671779
70213,0.8928682316
71087,0.9049148148
71326,0.9055128998
71528,0.9869046019
71548,0.9126234497
72107,0.8863013059
72369,0.9028929229
72987,0.8742000076
72995,0.9750645778
72998,0.9768820154
73672,0.7146061563
74440,0.9658496744
74514,0.9479601892
74627,0.971965867
74754,0.9530095982
75465,0.9362247977
82118,0.9411360193
82254,0.6685464011
82270,0.5980247955
82393,0.9567585156
82708,0.9679211506
83092,0.971257637
83446,0.8322614148
83812,0.6325206754
83837,0.9844073158
83868,0.9891661354
84251,0.9517569473
84322,0.9801414256
84698,0.9746204841
85868,0.9230320886
86555,0.9543543026
86672,0.8737231254
87745,0.9298534469
87796,0.9745890302
88157,0.9859571689
88378,0.8747478278
88433,0.9673510032
88504,0.9483841808
88589,0.8910684625
88596,0.3805786473
90270,0.9124962488
90504,0.9829355956
90514,0.969763201
92393,0.9787594074
92716,0.8824397309
93117,0.9866282266
93210,0.9878606032
93404,0.9496317936
94421,0.9346459412
94711,0.9279317254
94822,0.8170643459
94901,0.9243700133
95185,0.9448080443
95471,0.8627955981
95527,0.9037295791
95806,0.9423151479
95909,0.9412678653
96207,0.8205720634
96295,0.9563948127
96452,0.92649181
97151,0.9531923702
97237,0.8309244771
97404,0.9019780633
97809,0.9650782021
98426,0.9386573562
98635,0.9509564358
98663,0.9779864339
99373,0.9311883509
100121,0.9072237526
100489,0.9921325349
100901,0.9495589624
101059,0.9606597759
101241,0.8786945497
101389,0.9729567304
102595,0.9760752051
102850,0.9051348132
102899,0.8163753314
103041,0.943831081
103481,0.9652398946
103537,0.8106330534
103755,0.7844005851
103798,0.7569819753
103875,0.860931451
104351,0.9366308243
104593,0.8662064666
104863,0.9752314806
105068,0.9261218364
105144,0.9332380853
105506,0.9749169419
105600,0.9677839396
106002,0.9866886038
106469,0.9799127926
106490,0.7164128891
107003,0.8943419679
107167,0.9845648516
107394,0.9912585591
107534,0.9280400772
108020,0.9718130275
108555,0.9366325202
109018,0.9612523759
109058,0.8072092402
109444,0.9853967064
109532,0.9842780128
109770,0.9305739761
109906,0.9601647577
109999,0.8973157051
110074,0.395524264
110121,0.9509475833
110261,0.8554132772
110431,0.8291101107
110949,0.9384233201
111302,0.960083284
111379,0.6587753816
111600,0.8292537177
111801,0.6726268454
111993,0.9672200276
112401,0.9231502831
113140,0.9456364362
113154,0.9857477221
113781,0.9512890026
113920,0.8746793994
113956,0.9124322003
113999,0.8992177462
114506,0.8805659797
114563,0.9291922338
114589,0.9584303414
115080,0.9005970439
115427,0.8018616597
115433,0.9301420096
116007,0.9147831655
116089,0.9012000187
116113,0.7796801793
116720,0.9844026613
117019,0.9346122017
117184,0.8693516575
117572,0.9871545169
117924,0.9533004206
117940,0.9104020207
118217,0.8521968159
118319,0.9193289917
118333,0.8821039132
118790,0.9278571854
118838,0.5951431372
118858,0.9527500716
118993,0.9275718098
119060,0.7805361555
119073,0.9371685698
119115,0.9862683167
120104,0.9931464433
120189,0.7789350287
120406,0.9278917472
120499,0.8917999479
120915,0.9725384035
121432,0.9732127608
121436,0.9641725982
121439,0.6400450475
122505,0.9746665265
122733,0.96529563
122790,0.8926102945
123430,0.9194703789
123510,0.8403900309
123652,0.937610359
124269,0.9114098625
124351,0.95034937
124887,0.8506690948
124918,0.9594243391
125343,0.9667541497
125436,0.9554915071
125968,0.9606405972
126167,0.8633117553
126560,0.895389188
126603,0.8803855489
127073,0.7000822845
127680,0.8253917749
128042,0.9959225866
128178,0.9056969275
128385,0.8825972993
128412,0.9688027577
128687,0.7451938849
128704,0.6304805965
128959,0.842001013
128983,0.9584819011
129185,0.8000103358
129347,0.9320911164
130390,0.6866098925
130643,0.9661944776
130756,0.7569895696
130905,0.9789991321
131049,0.9126922618
131230,0.8999281812
131245,0.9873175988
131547,0.9010889136
131943,0.9557516997
132174,0.8693933036
132312,0.9436036018
132570,0.9531998556
133163,0.8071773886
133219,0.986543069
133324,0.9570611959
133452,0.990401756
133934,0.9047704127
134193,0.9552615538
134748,0.9542447708
135640,0.9926917655
135643,0.9616966347
135679,0.9795486098
135835,0.9786302318
135862,0.9853792639
136639,0.9865423887
136974,0.9894286141
137919,0.9875143079
138146,0.9552918653
138158,0.8545343314
138194,0.9950179074
138329,0.8623438655
138353,0.952922729
138402,0.9813630414
138599,0.9733706698
138612,0.9805165136
138736,0.9389971678
138763,0.9222677084
138978,0.9624000627
139056,0.8822290273
139105,0.9092438327
139174,0.9143265512
139261,0.9319655816
139582,0.8635486876
139595,0.9627158426
139706,0.9254431258
140389,0.9689905828
140406,0.7894706264
140465,0.5570314903
141036,0.982624648
141048,0.7079504179
141189,0.9918112874
141507,0.968897876
141636,0.9957229047
141774,0.9790085358
141897,0.9902366869
142405,0.9623797426
142451,0.9564852656
142460,0.9362428579
142519,0.9854881659
142825,0.9950921617
142835,0.7733720185
142851,0.9963249961
143133,0.585747112
143140,0.8838898967
143479,0.9163870823
143535,0.9776015132
143561,0.9364480595
144441,0.9718423369
144467,0.7813934361
144494,0.9555738113
145032,0.9745721812
145118,0.9878540964
145561,0.9655911819
145774,0.9754930249
145861,0.9243503167
145925,0.9327174385
145995,0.9723109509
146906,0.9773416914
146916,0.9898037124
147096,0.6955978701
147278,0.9582205664
147314,0.9779107402
147369,0.7813995964
147483,0.9769047731
147501,0.8464795792
147607,0.8040199333
147620,0.9406575139
147888,0.9338515511
147955,0.9394032186
148235,0.9626035875
148507,0.9818082029
148583,0.9678154917
148597,0.8681865029
148713,0.9647204908
149379,0.9456119067
149505,0.9811831713
149801,0.9526440004
150224,0.9880545632
150510,0.9786719909
150565,0.9856799447
150802,0.9578558066
151197,0.9958335994
151401,0.8588482915
151434,0.9836363236
151608,0.9182571239
151692,0.9711588715
