UserId,Overlap
42273,15
42577,11
42779,12
43130,12
43256,18
43450,18
43606,12
43831,18
43853,15
43966,14
44038,13
44363,16
44447,20
44454,14
44807,12
45101,11
45259,13
45999,11
46629,8
47230,13
47701,13
47944,13
47993,15
48351,8
48934,12
49212,12
49796,8
50330,9
51444,16
51875,20
51890,17
51939,20
51966,19
51982,12
52146,16
53023,19
53834,18
54018,14
54441,12
54449,9
54466,12
55448,13
55701,9
55768,20
55951,13
56103,13
56116,11
56291,7
56427,18
56478,13
57041,2
57172,11
57728,10
57787,15
59199,12
59219,16
59880,7
60239,12
60286,12
68688,14
70213,8
71087,16
71326,9
71528,12
71548,10
72107,3
72369,0
72987,4
72995,13
72998,10
73672,9
74440,18
74514,16
74627,16
74754,11
75465,9
82118,13
82254,12
82270,14
82393,6
82708,19
83092,12
83446,15
83812,14
83837,12
83868,13
84251,16
84322,16
84698,16
85868,12
86555,12
86672,12
87745,5
87796,15
88157,11
88378,14
88433,11
88504,19
88589,17
88596,8
90270,12
90504,12
90514,12
92393,15
92716,12
93117,12
93210,12
93404,14
94421,9
94711,8
94822,11
94901,15
95185,14
95471,6
95527,12
95806,12
95909,12
96207,13
96295,17
96452,12
97151,12
97237,12
97404,13
97809,11
98426,11
98635,17
98663,12
99373,9
100121,10
100489,13
100901,20
101059,7
101241,12
101389,13
102595,16
102850,2
102899,13
103041,8
103481,12
103537,13
103755,6
103798,12
103875,13
104351,9
104593,14
104863,17
105068,13
105144,13
105506,3
105600,16
106002,12
106469,12
106490,11
107003,19
107167,14
107394,13
107534,13
108020,16
108555,12
109018,12
109058,11
109444,17
109532,12
109770,8
109906,9
109999,14
110074,13
110121,11
110261,13
110431,7
110949,11
111302,12
111379,9
111600,16
111801,12
111993,17
112401,13
113140,17
113154,13
113781,16
113920,20
113956,17
113999,16
114506,12
114563,20
114589,9
115080,17
115427,13
115433,13
116007,15
116089,18
116113,16
116720,14
117019,7
117184,10
117572,10
117924,8
117940,11
118217,16
118319,19
118333,14
118790,10
118838,12
118858,13
118993,10
119060,16
119073,12
119115,14
120104,11
120189,11
120406,8
120499,10
120915,9
121432,17
121436,10
121439,12
122505,14
122733,18
122790,14
123430,13
123510,14
123652,10
124269,17
124351,11
124887,7
124918,9
125343,13
125436,12
125968,12
126167,10
126560,19
126603,6
127073,11
127680,12
128042,12
128178,12
128385,10
128412,12
128687,13
128704,12
128959,10
128983,12
129185,14
129347,11
130390,10
130643,18
130756,20
130905,11
131049,12
131230,6
131245,11
131547,18
131943,20
132174,11
132312,13
132570,13
133163,12
133219,13
133324,12
133452,13
133934,13
134193,7
134748,13
135640,20
135643,12
135679,15
135835,12
135862,12
136639,12
136974,13
137919,13
138146,11
138158,10
138194,12
138329,13
138353,14
138402,19
138599,15
138612,13
138736,13
138763,17
138978,18
139056,11
139105,13
139174,16
139261,14
139582,8
139595,16
139706,11
140389,12
140406,15
140465,20
141036,19
141048,11
141189,13
141507,13
141636,12
141774,19
141897,15
142405,15
142451,17
142460,10
142519,13
142825,12
142835,7
142851,14
143133,11
143140,19
143479,12
143535,10
143561,11
144441,13
144467,13
144494,14
145032,14
145118,13
145561,13
145774,10
145861,14
145925,15
145995,19
146906,13
146916,9
147096,13
147278,13
147314,13
147369,13
147483,14
147501,14
147607,12
147620,12
147888,19
147955,13
148235,17
148507,12
148583,14
148597,12
148713,13
149379,12
149505,17
149801,13
150224,9
150510,17
150565,12
150802,13
151197,12
151401,16
151434,13
151608,8
151692,11
152021,20
152118,13
152271,12
152366,15
152419,13
152954,14
153031,18
153065,13
153303,11
153869,14
154252,10
154361,12
154612,10
155120,14
155316,16
155468,12
155754,19
156111,15
156179,12
156356,10
156798,6
156888,12
157318,20
157432,12
157434,12
157519,12
157531,11
157748,11
157758,11
157815,11
158129,12
158266,13
158324,16
158404,9
158688,12
158734,12
158788,19
160121,15
160417,17
160922,10
161117,18
161502,11
161730,19
161795,4
161852,9
161979,12
162473,13
162712,11
162722,12
162856,12
163018,13
164211,18
164357,15
164451,16
164722,7
165216,12
165238,16
165669,12
165786,13
165793,12
166013,19
166089,12
166359,12
166458,12
166547,12
166638,12
166722,19
166751,13
167062,14
167463,13
167723,9
167855,11
167938,12
167994,15
168060,10
168597,13
168692,10
170082,13
170124,12
171119,9
171219,16
171352,15
171444,12
171458,7
171815,16
172020,12
172742,17
172762,13
173281,12
173847,19
173910,12
173938,15
174077,12
174171,12
174863,19
175036,12
175221,17
175641,12
175986,13
176165,9
176768,5
176846,12
176910,7
176957,12
177106,13
177206,16
177748,7
178052,14
178195,10
178217,13
178317,15
178419,12
178674,14
178822,10
178974,13
179273,16
179759,20
180010,12
180082,10
180389,12
180583,12
180723,14
180841,10
181403,10
181669,11
181784,12
182233,11
182304,13
182350,13
182355,12
182438,15
182693,16
183194,12
183201,12
183892,16
184239,16
184531,14
184537,18
185143,14
185404,12
185672,14
185887,12
186146,12
186409,17
186594,12
186748,14
186973,16
187066,12
187121,7
187210,13
187220,9
187351,13
187406,14
187558,20
188078,13
188227,12
188229,17
188281,10
188312,12
188315,13
188387,9
188914,12
189106,13
189190,13
189319,12
189395,14
189529,14
189586,12
189608,17
189784,16
189890,12
190378,19
190592,14
191075,16
191175,16
191196,18
191746,15
191779,11
191952,13
192637,14
192883,13
192893,13
192997,13
193006,12
193168,15
193520,12
193720,10
194449,13
194468,15
194505,6
194640,9
194897,13
195158,13
195272,16
195451,12
195504,13
195625,12
195940,11
196603,13
196652,14
196997,11
197442,14
197497,13
197538,17
197666,20
197847,13
198047,12
198437,18
198441,12
199510,13
199578,13
199872,8
199976,10
200085,13
200352,9
200481,12
200810,13
200827,9
201106,13
201274,8
201489,15
201847,11
201926,12
202087,12
202284,13
202490,16
202526,13
202554,13
202849,13
203193,14
203996,13
204257,12
204461,12
204464,10
204618,13
204624,11
205623,12
205725,9
205734,13
205933,20
206430,8
206695,12
206770,14
206908,13
206981,14
207053,11
207265,12
207354,15
207708,13
207942,16
208695,13
208791,9
209336,12
209452,9
209715,12
209817,18
209895,18
